4296075568 8162 0 34
4296075618 14514 0 45
4296075668 16773 0 50
4296075718 17604 0 49
4296075768 17777 0 50
4296075818 16813 0 49
4296075868 454 0 1
4296075918 0 0 0
4296075968 0 0 0
4296076018 0 0 0
4296076068 0 0 0
4296076118 0 0 0
4296076168 0 0 0
4296076218 0 0 0
4296076268 0 0 0
4296076318 0 0 0
4296076368 0 0 0
4296076418 0 0 0
4296076468 0 0 0
4296076518 0 0 0
4296076568 0 0 0
4296076618 0 0 0
4296076668 0 0 0
4296076718 0 0 0
4296076768 0 0 0
4296076818 6335 0 24
4296076868 14149 0 43
4296076918 15977 0 49
4296076968 15373 0 50
4296077018 9359 0 30
4296077068 0 0 0
4296077118 0 0 0
4296077168 0 0 0
4296077218 0 0 0
4296077268 0 0 0
4296077318 0 0 0
4296077368 0 0 0
4296077418 0 0 0
4296077468 0 0 0
4296077518 0 0 0
4296077568 0 0 0
4296077618 0 0 0
4296077668 0 0 0
4296077718 0 0 0
4296077768 0 0 0
4296077818 0 0 0
4296077868 3777 0 12
4296077918 0 0 0
4296077968 0 0 0
4296078018 10512 0 33
4296078068 15068 0 50
4296078118 12190 0 36
4296078168 0 0 0
4296078218 0 0 0
4296078268 0 0 0
4296078318 0 0 0
4296078368 0 0 0
4296078418 0 0 0
4296078468 0 0 0
4296078518 0 0 0
4296078568 0 0 0
4296078618 0 0 0
4296078668 0 0 0
4296078718 0 0 0
4296078768 0 0 0
4296078818 0 0 0
4296078868 721 0 3
4296078918 1853 0 6
4296078968 0 0 0
4296079018 2574 0 10
4296079068 0 0 0
4296079118 7011 0 21
4296079168 14797 0 50
4296079218 1358 0 4
4296079268 0 0 0
4296079318 0 0 0
4296079368 0 0 0
4296079418 0 0 0
4296079468 0 0 0
4296079518 0 0 0
4296079568 0 0 0
4296079618 0 0 0
4296079668 0 0 0
4296079718 0 0 0
4296079768 0 0 0
4296079818 0 0 0
4296079868 0 0 0
4296079918 1739 0 5
4296079968 0 0 0
4296080018 1739 0 6
4296080068 0 0 0
4296080118 1739 0 7
4296080168 1739 0 5
4296080218 11677 0 45
4296080268 496 0 1
4296080318 0 0 0
4296080368 0 0 0
4296080418 0 0 0
4296080468 0 0 0
4296080518 0 0 0
4296080568 0 0 0
4296080618 0 0 0
4296080668 0 0 0
4296080718 0 0 0
4296080768 0 0 0
4296080818 0 0 0
4296080868 0 0 0
4296080918 1196 0 5
4296080968 0 0 0
4296081018 1196 0 5
4296081068 0 0 0
4296081118 1196 0 6
4296081168 20 0 1
4296081218 1765 0 7
4296081268 7783 0 31
4296081318 0 0 0
4296081368 0 0 0
4296081418 0 0 0
4296081468 0 0 0
4296081518 0 0 0
4296081568 0 0 0
4296081618 0 0 0
4296081668 0 0 0
4296081718 0 0 0
4296081768 0 0 0
4296081818 0 0 0
4296081868 0 0 0
4296081918 778 0 3
4296081968 0 0 0
4296082018 518 0 3
4296082068 260 0 1
4296082118 778 0 4
4296082168 0 0 0
4296082218 778 0 4
4296082268 4001 0 19
4296082318 1445 0 6
4296082368 0 0 0
4296082418 0 0 0
4296082468 0 0 0
4296082518 0 0 0
4296082568 0 0 0
4296082618 0 0 0
4296082668 0 0 0
4296082718 0 0 0
4296082768 0 0 0
4296082818 0 0 0
4296082868 0 0 0
4296082918 539 0 3
4296082968 0 0 0
4296083018 0 0 0
4296083068 539 0 2
4296083118 539 0 3
4296083168 0 0 0
4296083218 539 0 2
4296083268 539 0 2
4296083318 3234 0 19
4296083368 0 0 0
4296083418 0 0 0
4296083468 0 0 0
4296083518 0 0 0
4296083568 0 0 0
4296083618 0 0 0
4296083668 0 0 0
4296083718 0 0 0
4296083768 0 0 0
4296083818 0 0 0
4296083868 0 0 0
4296083919 332 0 3
4296083969 0 0 0
4296084019 0 0 0
4296084069 332 0 2
4296084119 237 0 2
4296084169 95 0 0
4296084219 332 0 2
4296084269 332 0 2
4296084319 1992 0 13
4296084369 0 0 0
4296084419 0 0 0
4296084469 0 0 0
4296084519 0 0 0
4296084569 0 0 0
4296084619 0 0 0
4296084669 0 0 0
4296084719 0 0 0
4296084769 0 0 0
4296084819 0 0 0
4296084869 0 0 0
4296084919 233 0 2
4296084969 0 0 0
4296085019 0 0 0
4296085069 233 0 1
4296085119 0 0 0
4296085169 233 0 2
4296085219 233 0 2
4296085269 233 0 1
4296085319 1398 0 12
4296085369 0 0 0
4296085419 0 0 0
4296085469 0 0 0
4296085519 0 0 0
4296085569 0 0 0
4296085619 0 0 0
4296085669 0 0 0
4296085719 0 0 0
4296085769 0 0 0
4296085819 0 0 0
4296085869 0 0 0
4296085919 169 0 2
4296085969 0 0 0
4296086019 0 0 0
4296086069 169 0 2
4296086119 0 0 0
4296086169 169 0 2
4296086219 169 0 1
4296086269 169 0 1
4296086319 1014 0 10
4296086369 0 0 0
4296086419 0 0 0
4296086469 0 0 0
4296086519 0 0 0
4296086569 0 0 0
4296086619 0 0 0
4296086669 0 0 0
4296086719 0 0 0
4296086769 0 0 0
4296086819 0 0 0
4296086869 0 0 0
4296086919 103 0 1
4296086969 0 0 0
4296087019 0 0 0
4296087069 103 0 2
4296087119 0 0 0
4296087169 103 0 1
4296087219 103 0 2
4296087269 103 0 2
4296087319 346 0 7
4296087369 272 0 4
4296087419 0 0 0
4296087469 0 0 0
4296087519 0 0 0
4296087569 0 0 0
4296087619 0 0 0
4296087669 0 0 0
4296087719 0 0 0
4296087769 0 0 0
4296087819 0 0 0
4296087869 0 0 0
4296087919 66 0 2
4296087969 0 0 0
4296088019 0 0 0
4296088069 66 0 1
4296088119 0 0 0
4296088169 66 0 1
4296088219 66 0 1
4296088269 66 0 1
4296088319 132 0 3
4296088369 264 0 6
4296088419 0 0 0
4296088469 0 0 0
4296088519 0 0 0
4296088569 0 0 0
4296088619 0 0 0
4296088669 0 0 0
4296088719 0 0 0
4296088769 0 0 0
4296088819 0 0 0
4296088869 0 0 0
4296088919 54 0 1
4296088969 0 0 0
4296089019 0 0 0
4296089069 54 0 2
4296089119 0 0 0
4296089169 54 0 1
4296089219 54 0 2
4296089269 54 0 2
4296089319 108 0 2
4296089369 216 0 6
4296089419 0 0 0
4296089469 0 0 0
4296089519 0 0 0
4296089569 0 0 0
4296089619 0 0 0
4296089669 0 0 0
4296089719 0 0 0
4296089769 0 0 0
4296089819 0 0 0
4296089869 0 0 0
4296089919 41 0 2
4296089969 0 0 0
4296090019 0 0 0
4296090069 41 0 1
4296090119 0 0 0
4296090169 41 0 2
4296090219 41 0 1
4296090269 41 0 1
4296090319 82 0 3
4296090369 164 0 4
4296090419 0 0 0
4296090469 0 0 0
4296090519 0 0 0
4296090569 0 0 0
4296090619 0 0 0
4296090669 0 0 0
4296090719 0 0 0
4296090769 0 0 0
4296090819 0 0 0
4296090869 0 0 0
4296090919 28 0 1
4296090969 0 0 0
4296091019 0 0 0
4296091069 28 0 2
4296091119 0 0 0
4296091169 28 0 1
4296091219 28 0 1
4296091269 28 0 1
4296091319 56 0 3
4296091369 112 0 5
4296091419 0 0 0
4296091469 0 0 0
4296091519 0 0 0
4296091569 0 0 0
4296091619 0 0 0
4296091669 0 0 0
4296091719 0 0 0
4296091769 0 0 0
4296091819 0 0 0
4296091869 0 0 0
4296091919 20 0 1
4296091969 0 0 0
4296092019 0 0 0
4296092069 20 0 1
4296092119 0 0 0
4296092169 20 0 1
4296092219 20 0 1
4296092269 20 0 2
4296092319 40 0 2
4296092369 80 0 4
4296092419 0 0 0
4296092469 0 0 0
4296092519 0 0 0
4296092569 0 0 0
4296092619 0 0 0
4296092669 0 0 0
4296092719 0 0 0
4296092769 0 0 0
4296092819 0 0 0
4296092869 0 0 0
4296092919 13 0 1
4296092969 0 0 0
4296093019 0 0 0
4296093069 13 0 1
4296093119 0 0 0
4296093169 13 0 1
4296093219 13 0 1
4296093269 13 0 1
4296093319 26 0 2
4296093369 52 0 4
4296093419 0 0 0
4296093469 0 0 0
4296093519 0 0 0
4296093569 0 0 0
4296093619 0 0 0
4296093669 0 0 0
4296093719 0 0 0
4296093769 0 0 0
4296093819 0 0 0
4296093869 0 0 0
4296093919 6 0 1
4296093969 0 0 0
4296094019 0 0 0
4296094069 6 0 2
4296094119 0 0 0
4296094169 6 0 1
4296094219 6 0 1
4296094269 6 0 1
4296094319 12 0 2
4296094369 24 0 5
4296094419 0 0 0
4296094469 0 0 0
4296094519 0 0 0
4296094569 0 0 0
4296094619 0 0 0
4296094669 0 0 0
4296094719 0 0 0
4296094769 0 0 0
4296094819 0 0 0
4296094869 0 0 0
4296094919 2 0 1
4296094969 0 0 0
4296095019 0 0 0
4296095069 2 0 1
4296095119 0 0 0
4296095169 2 0 1
4296095219 2 0 1
4296095269 2 0 1
4296095319 4 0 2
4296095369 8 0 6
4296095419 0 0 0
4296095469 0 0 0
4296095519 0 0 0
4296095569 0 0 0
4296095619 0 0 0
4296095669 0 0 0
4296095719 0 0 0
4296095769 0 0 0
4296095819 0 0 0
4296095869 0 0 0
4296095919 1 0 9
4296095969 0 0 0
4296096019 0 0 0
4296096069 0 0 0
4296096119 0 0 0
4296096169 0 0 0
4296096219 2 0 21
4296096269 1 0 2
4296096319 1 0 3
4296096369 5 0 49
4296096419 2 0 50
4296096469 0 0 38
read 419 profiled data
